中原重笔青史改革潮头定九霄龙腾,华夏迭出俊才开放阵前当万里鹏飞
马跃人欢歌改革,龙飞凤舞庆丰收
春来眼际,喜上眉梢
五谷丰登银蛇载誉去,百花争艳金马踏春来
大好河山开胜纪,风流人物数今朝
时雨堪雨我,春风好风人
时逢盛世兴家创业,人遇丰年接福迎春
山歌民歌流行歌江河共长天一歌歌颂北京申奥取胜,茶话酒话家常话政府与大众同话话谈国人入世生机
深山大泽生机富,学海科峰志气高
花团锦簇江山添异彩,虎啸龙吟华夏壮神威
以公仆态度对人人人满意,按经济规律办事事事称心
春水泛桃花水面文章呈异彩,东风梳柳絮风光旖旎蕴深情
文明社会开新运,幸福家庭乐小康
鸡声一唱东方白,猴棒三挥玉宇清
百卉近春斗艳,群芳为国争光
历尽酸甜苦辣,迎来洒脱风流
中华崛起兴开发,西部沸腾奋繁荣
东风有意传花信,春雨无私润物华
马辞旧岁欢声里,羊贺新春喜色中
同心兴大业,携手振中华
党政英明添百福,民生兴旺纳千祥
门户放开引进新鲜空气,国家改革迎来灿烂春光
月醉杯中酒,梅思画外春
群玉成山思文衍邰室,上奎柄耀绳武播豳风
面对春光祈岁稔,心怀国运祝时雍
虎踞龙盘今胜昔,花得鸟语旧更新
稳定繁荣新社会,安康幸福好家庭
去国重来旧雨话添新雨话,出门一笑今年春胜昔年春
蓓蕾初绽一年伊始,芳草新萌四季长春
吉祥如意,喜气盈门
忠厚平和传世远,仁忠礼义继风长
日醉蟠桃红几度,时培椿树碧千寻
春到人间绿铺路,福满乾坤红吐蕊
红旗映日,白雪迎春
德政归心科教明心人口和谐平谷美,春风送福计生是福国家强盛地天新
春风初应律,花信早传梅
春风得意马驰千里,煦日扬辉光照万家
历尽严冬冷,更知春日和
春风吹绿千枝柳,时雨催红万树花
百花雪尽今争放,众鸟春来始自鸣
联产端掉大锅饭,承包建起小康家
世界开新纪,中华展壮图
高朋满座开春宴,贵客盈门贺晚婚
苍山有意荣天地,皓月无私照古今
今日千家辞旧,明朝万户更新
龙腾虎跃,水啸山吟
海宇尘嚣坚甲牧马立国之道,人寰春暖孺子为牛尽我所能
春风浩荡神州绿,虎气升腾岳麓雄
闻鸡起舞,跃马争春
陆台染红霞九州同妩媚,两岸瞻皓月千里共婵娟
雪飘祥瑞梅花傲,柳舞东风春日骄
扫除拜金邪气,树立崇德佳风
神州抬望眼,壮志展宏图
春满人间百花吐艳,福临小院四季长安
牛马成群勤致富,猪羊满圈乐生财
百花生香吐艳,四化跃马争春
傲雪梅花香入户,向阳芳草绿萌芽
满院春风共赏桃红李白,一门喜气兼听燕语莺歌
勤俭持家有备无患,热诚爱国发奋图强
真佛不从心外觅,此身即是真道场
千樽美酒共庆中华昌盛,万曲赞歌同讴祖国文明
世纪腾辉春永驻,江山焕彩月常圆
铲除腐败,保持清廉
有志宝驹奔大道,无边春色驻神州
开放兴邦兴社稷,引资富国富黎民
盛世安居歌大治,新春乐业赞中兴
天泰地泰三阳泰,家和人和万事和
千家喜种摇钱树,万户欣添聚宝盆
好山好水好社会处处风光好,新事新人新风尚行行气象新
莺歌新世纪,燕舞好年华
入世复关经贸涌商潮趋利避害黄河扬子双龙舞,迎春跃马改革添虎翼搏雨追风西部东方两凤飞
山青水秀春艳,花好月圆谷香
龙腾虎跃长征路,燕舞莺歌四化图
玉羊毫多添文采,金猴棒大鼓雄风
林有鸣心鸟,园多夺目花
祥云兆日舒心盛世,芳草迎春如意年华
国逢盛世负五千仞黄泥土烧秦砖汉瓦独撑起乾坤大殿,马踏春风携亿万颗赤子心作唐诗清联绝唱出日月长天
日丽江山生瑞萆,春来华夏绽香花
处处欢声迎令序,人人醉墨谱佳篇
神州春闹山河翠,华夏龙腾日月新
国富声威远,家和福气多
有德门庭瑞,无华品格高
雁字报佳音门前碧映珊瑚树,春风传喜讯户外红开富贵花
宏图四化金瓯展,神箭三星宇宙翔
银屏静室观狮舞,玉管琼楼引燕飞
科学发展山河美,社会和谐人马欢
四海归心歌一统,万家春酒乐团圆
万马奔腾歌舜日,群羊奋跃乐尧天
盛世舒豪兴,春风聚大和
万民有庆,百族共中
水荣丽日流长秀,花喜春风送远香
燕舞莺歌相比美,龙腾虎跃竞争先
春光先到门前柳,新岁初开苑内花
旭日祥云灿,春风化雨新
春风万里荣新纪,红日千秋耀锦程
春回大地诗行绿,风似剪刀花似锦
春到三晋暖,风催万里红
紫燕黄莺歌富庶,红梅白雪兆祥和
安邦兴世纪,举国庆长春
万民有庆,四海皆春
入世贸一槌敲定全球祝贺,达小康廿载告成举国欢欣
春醒三冬草,雪开万里晴
寡欲无欺身常健,消愁去忧心自清
马跃前程千里锦,羊迎古国九州春
喜燕双飞乘天阔,新苗独壮颂政和
除夕立春同日双庆,随时进步一刻千金
马跃阳关道,春回杨柳枝
世纪更新岁月如歌花似海,风光揽胜山河酿福鸟鸣春
光辉世纪,春满神州
稍见燕脂开杏叶,已闻香雪绽梅花
春到沂蒙山涌翠,业兴盛世地流金
东风喜报开心事,南燕衔来满眼春
星云照耀辉天禄,山海崇深荟地灵
春联句句写新意,喜炮声声乐小康
一堂开淑景,万马会新春
酣墨沾羊毫记载中华创业史,丹青赋春色绘描改革鼎新图
正正堂堂行事,清清白白作人
玉管奏諴和气调九宇,璇枢徵广运衡正三阶
展望未来抒壮志,投身改革弄新潮
华夏改革生巨变,神州开放起宏图
无私奉献情无价,有志登攀业有为
辞年喜饮三蛇酒,贺岁争描八骏图
爆竹声声庆盛典,彩灯盏盏邀祥和
除旧布新远近声声传捷报,扬长避短城乡处处沐春晖
百凤迎春朝旭日,五羊衔穗兆丰年
年丰人乐,国富民强
双拥果硕军民乐,四化功高事业兴
静坐常思己过,闲谈莫论人非
红梅灿灿迎春到,秋水盈盈盼客来
雄师奋战创千秋业绩,俊彦挥毫谱一代风流
四海笙歌讴盛世,八方捷报颂党恩
环宇欢奔新世纪,神州喜庆小康年
万紫千红百花争艳,五湖四海一体同春
义犬最忠看德苑,憨豚忒胖聚钱财
欢庆神舟腾玉宇,喜迎奥运振雄风
金蛇献瑞家兴业旺,骏马迎春国富民强
大临沂大手笔大文章大年添彩,新时代新民风新道德新意迎春
爆竹声中听到隆隆战鼓,梅花香里迎来滚滚春潮
鲲鹏飞玉宇,骐骥跃神州
还草还林山吐翠,治污治染水流香
华夏天天皆丽日,神州处处尽春风
世清风月静,年瑞雪梅香
鸢飞鱼跃,燕语莺啼
梅香冬雪荷香夏,柳舞春风菊舞秋
翻腾稻菽千重浪,笑绽工商万朵花
风和日丽春天到,柳绿花红紫燕来
花随春意发,富自政通来
乙近杏花袍曳紫,未匀柳色绶拖黄
锦绣河山遍地画,幸福生话满园诗
硕果丰收千里艳,宏图再展万年春
年丰人寿福如海,柳暗花明春似潮
年丰人寿民安乐,海晏河清国太平
社教教人知正道,文明明事建新风
泰运频书大有,昌期幸际升平
梅花点点扬春色,鸟语声声报福音
千家歌盛世,万户乐新春
福门年年走旺运,宝地步步发大财
善良门户祥光照,勤俭人家福运昌
年丰人寿家家乐,春到花开处处耕
龙蛇共舞万家乐,鞭炮齐鸣四海春
合欢花绽三春里,并蒂莲开四化中
何限我家富裕,更求全国繁荣
美酒千盅辞旧岁,梅花万树迎新春
东风有韵歌四化,时雨无声润三春
廉风拂禹甸人和政通千秋永,喜讯遍神州岁稔年丰百业兴
东南西北八方吉庆,春夏秋冬四季平安
旧年除旧岁,新年启新知
先辈业绩牢牢记,革命作风代代传
九州日丽,四化春新
莺歌柳浪千家笑,马踏春风一路花
红杏枝头春意闹,绿杨烟外晓径寒
风吹翠柳小康吟,雪点舒梅大业兴
大道扬鞭驰骏马,高天阔地展雄才
普天开景运一片红霞迎旭日,大地转新机万条金线带春光
但喜和谐成习俗,不求见识有高低
暮色匆忙蛇影淡,春风得意马蹄轻
瑞雪纷飞清玉宇,花猪起舞贺新年
百花齐放春光好,万马奔腾国步雄
庆八秩诞辰学七一讲话万户千家百世讴歌三代表,贺六中全会绘十五宏图九州四海亿民建设两文明
山寨层楼近日窗门先接福,农家小院向阳花木早经春
申奥成功普天乐,踢球及第举国欢
四化宏图开曙色,长征骏马啸春风
迎虎年敢逐改革拦路虎,送牛岁勇当奉献老黄牛
春风暖大地,喜雨泽神州
国逢盛世宏图展,民步小康笑颜开
处处春光好,年年气象新
好党员一身正气,真公仆两袖清风
一元复始,百福骈臻
春和草木当庭秀,时泰山河映户新
门前绿水声声笑,屋后青山步步高
一路东风乘骏力,九州廉政暖人心
春光明媚百花地,祖国富强万众心
细雨和风田园景色,青山绿水诗画农家
四化春浩荡,前程日光华
华夏年年开骏业,新春处处祝鸿禧
神眼察边疆战士常携千里镜,丹心存祖国人民热爱五星旗
清风循法明月依章塑就民心春色丽,碧海迎新苍山辞旧铸成国鼎日光明
花开万里香,日出千山丽
登堂喜进延龄酒,绕膝欢分带岁钱
吉星高照文明院,喜气常临幸福家
盛世长春喜看东方腾紫气,神州大治欢呼法制振雄风
心悬日月眷念台胞期一统,情系山河彻思骨肉盼团圆
和圆两岸统一梦,谐展千秋富贵图
三通国瑞,两制人祥
九天腾丽日,四野沐春风
玉兔蟾宫笑,红梅五岭香
九州兴特色,四化奋鹏程
山堆锦绣神州大地兴伟业,水放涟漪中华江山展宏图
雪吻红梅无墨画,风梳绿柳有声诗
马岁驱驰奔富路,羊年奋发上新阶
万里春风花烂漫,几番惠雨业辉煌
特色中兴普天开景运,宏猷大展遍地发生机
祖国山河无限好,人民天下万年青
四海生色,五湖呈祥
共建文明环境,同兴锦绣中华
玉宇澄清花香鸟语升平世,金瓯永固马叫人欢幸福春
柳丝绿拂心波荡,桃花红映日光新
柳绿桃红山清水秀万里神州春不老,年丰物阜国泰民安千秋岁月乐无穷
数点梅花添雅兴,一声爆竹报新春
富国兴邦人欢财旺,移风易俗地美天新
六畜猪为首,一年春占先
富裕全凭奋斗,成功来自艰辛
一任马蹄敲战鼓,几番旷野卷高尘
金鸡报晓,丹凤来仪
时令值新春风和日丽,人民逢盛世面笑心欢
春风拂柳江山秀,细雨润花满堂红
松青柏翠山山美,柳绿梅红户户春
灵蛇谢岁锦绣河山添锦绣,宝马迎春辉煌祖国更辉煌
绿萼梅开江北暖,红棉花发岭南春
祖国山青水秀,中华人杰地灵
三山生色,五湖呈祥
时和景奉,雪瑞花奇
宝惠三农德才兼备千村得,根连九野诚信齐臻百业成
人勤家致富,世盛国长春
雨过芳草连天碧,春到寒梅映日红
爆竹声中百花竞艳,红旗飘处万象更新
敬老爱幼家庭暖,倡廉戒奢事业兴
天增岁月,春满京城
柳暗花明同熙禹甸长春地,风和日丽共戴神州极乐天
生产随春长,幸福与日增
一座青山环碧水,四围春色抱红楼
风送银蛇虎啸龙吟河清海晏誉华夏,雪迎金马莺歌燕舞柳暗花明称神州
尊贤敬老文明地,守法兴规模范村
龙盘虎据金瓯固,海宴河清玉烛调
国华光夏甸,民气煦春阳
海阔天空波光云影皆诗画,地灵人杰文采风流继宋唐
龙含宝珠辞旧岁,蛇吐瑞气贺新春
日月两轮天地眼,炎黄一脉古今龙
福伴娇阳蒸蒸上,喜随春水滚滚来
大圣辞年万里河山留瑞霭,雄鸡报晓千家楼阁映朝晖
把酒临风一路轻风敲绿醒,推门望雪千枝素雪扰梅惊
周围云彩丽,五色月华新
百业俱兴降九州祥瑞,万船竞发听两岸猿声
瑞气充红蕾,春风动绿枝
东风有意情元素,春色无边诗细胞
雪飞天降瑞,梅落地到福
门门喜气,户户春风
鸟语花香歌丽日,民康物阜乐尧天
梅吐蕊柳抽芽老少边穷春正好,地生金人益寿东西南北景常新
满院梅花好,一堂春色妍
百事亨通廉政果,千门学问富民根
两弹一星惊玉宇,一邦两制固金瓯
千里江山逢大治,四时阡陌乐长春
骏马奋蹄传捷报,灵羊献瑞贺新年
风和催四化,政洽喜千家
扶危济困雪中送炭,保险保安锦上添花
开天辟地先辈耀华夏,继往开来后贤转乾坤
风华新世纪,法制好江山
千家春酒绿,万户对联红
岁岁风调雨顺,年年物阜民康
风调雨顺文明世,食足衣丰大有年
和为高境界,谐是大文章
采得红梅煮春酒,收来新雪烹草茶
春风竟化千层雪,海浪长连两岸心
四海升平龙马跃,九州安定日华新
文明社会宜千载,灿烂年华又一春
美景前程欣骥足,高天浩宇快鹏心
玉犬三啸戌岁乐,金猪一吼亥年兴
春风着意柳烟翠,瑞雪含情梅韵红
满院生辉春花放,当门结彩燕子飞
九野春风花正艳,五星旗灿国长新
癸年奋进军民振,未雨绸缪党政勤
福地胜三壶延里锡羡,融风调六管鬯景宣韶
春风传喜讯,瑞雪兆丰年
国兴两制,户纳千祥
百族讴歌新世纪,全民喜庆大中华
百业农为本,万灵猴占先
红梅枝头流春意,喜鹊张口报佳音
万马奔腾贺岁,五羊奋跃迎春
春雷声声传喜讯,神州户户报平安
四海春风桃红柳绿,九州惠政物阜民殷
虎啸群山辞旧岁,兔奔匝地庆新春
九州骨肉同龙脉,两岸江山共月圆
院庭不大聚财富,柴门虽低出人才
社会和谐九州欣大治,春风煦暖万众奔小康
春风送暖归杨柳,细雨飞红上碧桃
处处红花红处处,重重绿树绿重重
瑞雪飞舞开新世,万象更新增春晖
万丈高楼平地起,千幢大厦手中兴
干部是公仆处处为群众着想,人民乃主人事事替祖国分忧
港澳双归兴大业,陆台一统壮中华
大地春回万里河山呈画卷,长天日丽九州儿女绘蓝图
引黄入晋千秋乐,富国强民万世歌
春风花香鸟语,夜月书韵琴声
雪白丰年景,梅红大地春
岁月逢春山山岁岁春光美,政策归心行行业业气象新
人勤六畜兴旺,智多五谷丰登
三春开盛纪,万马闯雄关
满天霞彩如诗画,一代风流尽舜尧
福旺财旺运气旺,家兴人兴事业兴
江山如有待,春色总无私
党政同开幸福路,军民共建文明村
天开新岁月,民乐好春光
兔跃蟾宫更新世纪,龙巡禹甸布福乾坤
金牛奋蹄奔大道,乳虎添翼舞新春
盛世越千年锦绣河山归一统,新春开元纪辉煌业绩耀三光
妙曲清音歌盛世,香茶美酒祝丰年
大胆文章豪放笔,达观世事坦诚心
虎跃龙腾全民歌盛会,羊欢马啸胜纪上新阶
社会和谐旭日东升迎笑脸,人民幸福春风西上暖红心
大地回春九州焕彩,银驹献瑞四季呈祥
春信千家传紫燕,山歌一曲动银锄
婆媳合作三春暖,兄弟和谐四季荣
桃红柳绿江山如画,燕舞莺歌华夏回春
凤翥龙腾迎盛世,人欢马叫闹阳春
牛羊满圈骡马壮,鸡鸭成群豕鹅肥
送五福春燕剪柳,贺三捷喜鹊登梅
喜纳工农雅意,精描马列宏图
常鼓兴邦志,永怀报国心
路畅汽车欢眼见故乡无老舍,人勤别墅秀燕归此地觅新居
龙潭湖上鱼龙舞,灯会场中花灯鲜
爆竹知人意声声悦耳,梅花晓天时朵朵欢心
安邦须赖仁和法,兴业全凭信与诚
英雄气概如龙虎,祖国江山似画图
留下小龙胜景,迎来骏马新春
内兴国运外振邦声天马任行空伟绩千秋昭日月,下察民情上谋政务风鹏思奋翮华龄八秩寿山河
玉树葱茏皆出色,金瓯稳固不亡羊
就暖春光偏着柳,向阳门第竞催花
悦目赏心神州昌盛山花福,吟诗作对岁序更新景物华
骏马秋风蓟北,杏花春雨江南
联对更新正气驱邪气,春光伊始今年胜去年
龙舟竞渡波澜阔,华夏中兴日月甜
人游化日,天与长春
秋伴芳香吟妙句,春邀明月撰佳联
劳动门第,幸福家庭
雪中飞赤兔,月下赶黄彪
冬迎梅至,春伴燕归
千门彩树曈曈日,万户清歌淡淡风
